alpha,beta,p,distance_to_best,mean,stddev
0.30000000000000004,5.0,0.0,384.21115620960336,8062.650296918066,96.88309859603619
0.30000000000000004,5.0,0.1,699.1954385572662,8489.011679279152,152.16213990244333
0.30000000000000004,5.0,0.2,699.1954385572662,8426.507235202214,117.79788169700852
0.30000000000000004,5.0,0.30000000000000004,667.3707012951272,8339.710665535062,122.73559594981681
0.30000000000000004,5.0,0.4,707.4645812468007,8372.564206234565,97.98952752301365
0.30000000000000004,5.0,0.5,521.5424899940363,8189.210386118372,105.05634040062398
0.30000000000000004,5.0,0.6,550.2388994385819,8218.00565178466,95.71727353655756
0.30000000000000004,5.0,0.7,553.2663303795807,8178.114829184055,66.45715172250044
0.30000000000000004,5.0,0.7999999999999999,579.6811021461344,8206.550178105743,91.5014891330402
0.30000000000000004,5.0,0.8999999999999999,455.34014138964903,8149.138313591544,115.13651823478803
0.30000000000000004,6.0,0.0,269.6899479122658,7866.335090864641,49.81077703568896
0.30000000000000004,6.0,0.1,705.5812954054109,8324.299275561163,92.34219309278731
0.30000000000000004,6.0,0.2,612.9477015250741,8270.511892437771,100.73866048381241
0.30000000000000004,6.0,0.30000000000000004,583.2187164738225,8250.713270610811,81.57633324251798
0.30000000000000004,6.0,0.4,497.58452807033336,8202.87920164882,119.54153835309116
0.30000000000000004,6.0,0.5,528.5564353488526,8202.879621260587,79.34323510935654
0.30000000000000004,6.0,0.6,542.4903896060878,8136.063133708084,44.64956053675456
0.30000000000000004,6.0,0.7,455.4626351894558,8112.543379576999,95.94184089346878
0.30000000000000004,6.0,0.7999999999999999,386.8106628738715,8049.040913336151,75.73005504799879
0.30000000000000004,6.0,0.8999999999999999,390.7966021017328,8031.355129352803,62.44655648093767
0.30000000000000004,7.0,0.0,284.9623744123419,7869.573485626564,33.85702879926331
0.30000000000000004,7.0,0.1,568.7957967073198,8184.423971892657,69.55328493988101
0.30000000000000004,7.0,0.2,570.1574142806303,8239.924125329708,76.46148482810278
0.30000000000000004,7.0,0.30000000000000004,476.4919581024069,8095.145810205227,102.17777802325018
0.30000000000000004,7.0,0.4,535.5121934479648,8154.022101137617,89.98197278951102
0.30000000000000004,7.0,0.5,491.10304958007873,8117.970067754491,51.959432981117104
0.30000000000000004,7.0,0.6,497.87626127371095,8146.766293514905,79.59257676030444
0.30000000000000004,7.0,0.7,542.5756538804435,8119.261609242316,49.26519340170758
0.30000000000000004,7.0,0.7999999999999999,437.2181489393806,8069.044236870956,54.69031620851388
0.30000000000000004,7.0,0.8999999999999999,431.5009547708969,8058.291828897681,52.705194740412814
0.30000000000000004,8.0,0.0,78.65668657089645,7705.979964719408,56.71958275617757
0.30000000000000004,8.0,0.1,456.68756921598106,8160.999848456434,116.8707677098706
0.30000000000000004,8.0,0.2,472.9706668607978,8092.969343200403,60.72275109465522
0.30000000000000004,8.0,0.30000000000000004,440.8390874579627,8093.183836868683,103.29199652361217
0.30000000000000004,8.0,0.4,418.1881338933217,8061.934388404107,65.34659203303121
0.30000000000000004,8.0,0.5,385.2868461988037,8077.120728031884,119.6387318879847
0.30000000000000004,8.0,0.6,372.6330085868267,8021.189541918859,86.6909775402408
0.30000000000000004,8.0,0.7,473.7757938496907,8118.945520039063,62.38695985908641
0.30000000000000004,8.0,0.7999999999999999,174.3573066244844,7944.919536716096,143.95443420044083
0.30000000000000004,8.0,0.8999999999999999,382.8896778111821,8012.183106629551,60.20889369255497
0.30000000000000004,9.0,0.0,163.72316578594473,7739.1784399354065,34.13745776705491
0.30000000000000004,9.0,0.1,505.04162960616213,8117.433173998979,76.27764660339668
0.30000000000000004,9.0,0.2,414.08849857794394,8003.577183238376,49.92060700879864
0.30000000000000004,9.0,0.30000000000000004,457.1995947343221,8071.137266999599,49.00254023677033
0.30000000000000004,9.0,0.4,417.1685783877201,7983.779250584797,32.99142163594733
0.30000000000000004,9.0,0.5,386.6886975348507,8023.445508144357,80.6321221049818
0.30000000000000004,9.0,0.6,174.3573066244844,7948.262353654397,138.53198257450242
0.30000000000000004,9.0,0.7,164.41840658356523,7927.094906771177,146.64622652693967
0.30000000000000004,9.0,0.7999999999999999,311.72016731567237,7909.265910211429,53.83375869304871
0.30000000000000004,9.0,0.8999999999999999,317.77845833528863,7926.960766750007,58.09001192414752
0.4,1.0,0.0,7092.06487678124,15271.593664657512,478.7938364074781
0.4,1.0,0.1,6236.12572984607,14303.857544325207,381.4852573019583
0.4,1.0,0.2,6248.022299597154,14367.817095414386,351.5119843863627
0.4,1.0,0.30000000000000004,5730.390378372713,14016.574015969518,502.11730651861996
0.4,1.0,0.4,6838.309143910397,14677.662616353913,201.93686379894132
0.4,1.0,0.5,6384.562997590872,14513.240234479139,358.995060083199
0.4,1.0,0.6,6254.640666269461,14396.671104435021,455.0659525798058
0.4,1.0,0.7,6633.203733268392,14812.006820292707,417.114188500289
0.4,1.0,0.7999999999999999,6740.139063471504,14732.91791766154,342.79600390076195
0.4,1.0,0.8999999999999999,7009.7794868414785,14900.115121460976,284.4896508878232
0.4,2.0,0.0,2869.861823715517,10925.954577573459,442.17484404866315
0.4,2.0,0.1,2840.977810248971,10599.734491506186,149.58755269811547
0.4,2.0,0.2,2916.1484894453115,10632.068065675581,148.85129282724236
0.4,2.0,0.30000000000000004,2974.031461849627,10678.66870278126,139.68688597604134
0.4,2.0,0.4,2447.090587770008,10381.190377350953,298.9070711644986
0.4,2.0,0.5,2884.92620716457,10552.812216860264,116.1826543897045
0.4,2.0,0.6,2892.1590781243685,10694.618156013463,234.52863160804228
0.4,2.0,0.7,2868.9977278094193,10627.275703518446,187.2167774629253
0.4,2.0,0.7999999999999999,2920.162637121157,10634.970179046097,135.74376827576495
0.4,2.0,0.8999999999999999,2945.489221879321,10560.710512547927,115.00858099200141
0.4,3.0,0.0,1406.9494230949676,9139.048540891472,237.19103922440155
0.4,3.0,0.1,1555.6089969623063,9343.29555361187,168.2214315428415
0.4,3.0,0.2,1554.8783965320636,9306.648393267586,167.12513755716634
0.4,3.0,0.30000000000000004,1207.5493216511277,9049.313237685094,214.9446647407322
0.4,3.0,0.4,1374.7030692325334,9077.664847532087,169.28468656899548
0.4,3.0,0.5,1389.757023169719,9012.124103197453,64.41268877211685
0.4,3.0,0.6,1413.3699425360483,9039.190472142807,67.8480663246907
0.4,3.0,0.7,1190.5589561339748,8982.86487739295,200.98983178863406
0.4,3.0,0.7999999999999999,1050.0177322576765,8825.814866760624,187.62714063906412
0.4,3.0,0.8999999999999999,1121.2586087996515,8984.453832337522,209.87194180289978
0.4,4.0,0.0,677.3093277976732,8453.505824310258,148.7319935344841
0.4,4.0,0.1,1387.3842869081873,9069.669445169588,102.75387944530976
0.4,4.0,0.2,710.4744073910479,8659.127324648558,261.144828668132
0.4,4.0,0.30000000000000004,955.1666975081989,8638.157446077159,85.96251940292562
0.4,4.0,0.4,987.0034853280868,8586.14018750341,53.87494964423011
0.4,4.0,0.5,718.9351388785417,8447.025335318567,165.15933930370258
0.4,4.0,0.6,748.5466671451395,8489.73204962565,127.27297897991835
0.4,4.0,0.7,822.2282733196862,8517.758765354769,109.00054223774137
0.4,4.0,0.7999999999999999,817.6523850594876,8538.357019510833,128.9782664747995
0.4,4.0,0.8999999999999999,592.6229426399368,8390.423397719638,166.10200911187718
0.4,5.0,0.0,343.51070633370273,8071.814297538689,109.48962641977903
0.4,5.0,0.1,1182.130110988017,8878.380941791711,133.91397047707036
0.4,5.0,0.2,990.7653265530607,8638.824998099033,101.92603595171127
0.4,5.0,0.30000000000000004,982.510467590304,8620.756784833246,82.56500178100315
0.4,5.0,0.4,925.1962393985323,8570.1935018238,65.30660923233584
0.4,5.0,0.5,868.7195960580211,8477.650361321477,47.641295702303935
0.4,5.0,0.6,667.3707012951272,8324.957345403871,116.00601471597795
0.4,5.0,0.7,569.4757577515402,8280.330722256705,135.56885912026453
0.4,5.0,0.7999999999999999,617.8753415215278,8372.310509927069,143.41027893780603
0.4,5.0,0.8999999999999999,601.7863482098201,8258.420890410784,86.32663404020843
0.4,6.0,0.0,377.78910738971354,8015.433637262925,83.01554771910912
0.4,6.0,0.1,1007.6284173035838,8651.014272842991,110.47452400375091
0.4,6.0,0.2,817.0244293781543,8516.333206698206,104.261281911559
0.4,6.0,0.30000000000000004,761.1623202179162,8451.66568041434,134.08908891000306
0.4,6.0,0.4,685.2410050804774,8470.344952492,146.34548231413663
0.4,6.0,0.5,612.9477015250741,8342.193044762556,164.38245091288152
0.4,6.0,0.6,612.9477015250741,8308.194879359407,87.29593643747133
0.4,6.0,0.7,716.9926255764676,8381.839750721549,102.56360160423921
0.4,6.0,0.7999999999999999,746.6330413915239,8316.428030246017,23.95453725371035
0.4,6.0,0.8999999999999999,605.1475929595308,8237.873515020305,51.454288209169064
0.4,7.0,0.0,213.7729837855568,7794.307209089056,35.55961379929609
0.4,7.0,0.1,707.7119301633829,8449.496310859058,123.09108867900198
0.4,7.0,0.2,814.1652422943334,8458.284598814145,76.14005773155257
0.4,7.0,0.30000000000000004,688.9156759520192,8448.001289763602,136.91247413341722
0.4,7.0,0.4,720.454928949528,8368.737032945715,80.32327284049903
0.4,7.0,0.5,658.898412063214,8386.33215295343,121.16716016397078
0.4,7.0,0.6,574.0654105946569,8319.422792903519,116.61100084595842
0.4,7.0,0.7,612.9477015250741,8245.914886701032,113.81613721784045
0.4,7.0,0.7999999999999999,604.2934945761153,8249.650513971546,97.3618843094765
0.4,7.0,0.8999999999999999,660.0875404141207,8230.383082369306,26.108589846275958
0.4,8.0,0.0,178.17435114444925,7784.698166898291,36.960272947454165
0.4,8.0,0.1,571.6684172862351,8368.442949965682,185.1612013962573
0.4,8.0,0.2,758.6368443137653,8342.420930333998,40.35703786084333
0.4,8.0,0.30000000000000004,659.2853606812096,8287.024104768143,55.84750904932678
0.4,8.0,0.4,671.2455099175077,8317.406929702738,78.72662216562857
0.4,8.0,0.5,575.9780127026006,8236.522041590079,106.9397578554539
0.4,8.0,0.6,515.4857856482895,8263.880527627525,116.07679251600257
0.4,8.0,0.7,575.9780127026006,8256.47456896377,110.86617941035152
0.4,8.0,0.7999999999999999,720.454928949528,8313.927084814666,52.004731415553515
0.4,8.0,0.8999999999999999,556.7190111876771,8201.917567484943,82.58725937750029
0.4,9.0,0.0,8.187604686652776,7726.300026866773,135.2797727239041
0.4,9.0,0.1,537.3083400465821,8231.467803756383,107.81535161761022
0.4,9.0,0.2,645.5302166737847,8299.076237509618,64.312530841152
0.4,9.0,0.30000000000000004,613.734559923224,8227.924799479599,53.88305456407998
0.4,9.0,0.4,614.29597720538,8265.716836366866,90.78918472193621
0.4,9.0,0.5,522.7813954788935,8235.094235236611,102.76814285260129
0.4,9.0,0.6,575.9780127026006,8193.793071890595,77.83452743153515
0.4,9.0,0.7,697.6934879256678,8265.142269554155,36.54831882518279
0.4,9.0,0.7999999999999999,568.4983944698079,8216.648113332607,85.50827457578794
0.4,9.0,0.8999999999999999,516.8187810530444,8172.251479199954,92.67245024005261
0.5,1.0,0.0,7418.753032631164,15504.58812216514,344.90348984759316
0.5,1.0,0.1,9627.47612820737,17675.975199074383,482.3185025521944
0.5,1.0,0.2,6842.690260449692,14746.446211481001,220.43335846551176
0.5,1.0,0.30000000000000004,6430.114395872837,14419.778546316018,304.554959192423
0.5,1.0,0.4,6425.832204586957,14671.354923864348,493.57120856118166
0.5,1.0,0.5,6232.020123067157,14456.78456453601,482.21827368658705
0.5,1.0,0.6,6561.122297210901,14457.118386887763,211.46932593419893
0.5,1.0,0.7,6504.17717092788,14571.825625121284,346.40185754446594
0.5,1.0,0.7999999999999999,6171.113942622131,14526.348599764682,584.4482168641798
0.5,1.0,0.8999999999999999,7030.186611520352,14822.37296727218,190.33240890709385
0.5,2.0,0.0,2822.62679305257,10729.51862971393,290.05878398707284
0.5,2.0,0.1,5659.397337122766,13590.522623214752,429.4416683359089
0.5,2.0,0.2,2749.9522581487017,11259.137679729563,578.0109839325021
0.5,2.0,0.30000000000000004,2450.8181322781547,10601.876225259995,399.1152111842365
0.5,2.0,0.4,2059.1147180486914,10461.697821081796,539.6655757940515
0.5,2.0,0.5,2810.994480915786,10549.857914069842,162.92747252796426
0.5,2.0,0.6,2945.0735208623646,10649.181960195858,133.40907429994172
0.5,2.0,0.7,2885.630706684824,10654.88473801448,145.99801877555242
0.5,2.0,0.7999999999999999,2911.0332069261367,10581.285873730061,117.46791378204556
0.5,2.0,0.8999999999999999,2819.2625940037997,10687.374338975857,222.5024120989484
0.5,3.0,0.0,1455.1757037092011,9172.172567812413,128.5252172902108
0.5,3.0,0.1,2325.896881091805,10773.542269161955,510.30650779033783
0.5,3.0,0.2,2617.877034622399,10382.048135086503,149.41036348612025
0.5,3.0,0.30000000000000004,1661.0977104560607,9565.601713690992,311.9478819891074
0.5,3.0,0.4,1784.2800828845811,9459.808681722432,125.72440593833534
0.5,3.0,0.5,1706.4466425460196,9421.436410764869,187.4207958305834
0.5,3.0,0.6,1686.6180201625957,9341.334880639228,101.73478237558876
0.5,3.0,0.7,1212.761970836984,9118.448827145548,242.6207765852521
0.5,3.0,0.7999999999999999,1532.2631921819047,9219.077111329521,135.10924818001115
0.5,3.0,0.8999999999999999,1591.5053822576447,9183.470241841287,49.70517628620738
0.5,4.0,0.0,770.5638049933623,8353.33808997799,46.63427052516869
0.5,4.0,0.1,1905.1736004025806,9948.686305387433,396.9821834709519
0.5,4.0,0.2,2025.1993509800577,9880.01037228116,249.3598961143015
0.5,4.0,0.30000000000000004,1890.912379947411,9670.853099916349,219.22205727951345
0.5,4.0,0.4,1714.3032919581292,9421.431425643375,145.3785017716875
0.5,4.0,0.5,1194.9826764109566,8847.483714783999,84.07544439701374
0.5,4.0,0.6,1240.8961291800133,8954.740967994012,156.33310658743443
0.5,4.0,0.7,971.6717036305818,8687.905077417345,130.14222942646566
0.5,4.0,0.7999999999999999,993.4071519011159,8661.692698953224,135.01657852423642
0.5,4.0,0.8999999999999999,809.827384088856,8605.947927488825,151.33229615698153
0.5,5.0,0.0,437.3653161871416,8069.668671521726,96.45397191070857
0.5,5.0,0.1,1309.9130792505002,9290.688282622878,343.1259746662621
0.5,5.0,0.2,1504.815532141747,9343.764235016482,249.3891304785074
0.5,5.0,0.30000000000000004,1310.3790987430584,9120.848224906395,175.2838093716461
0.5,5.0,0.4,1283.0053357016259,9173.205166297103,306.7732689824922
0.5,5.0,0.5,962.5145802480038,8876.61286683916,219.47800329541283
0.5,5.0,0.6,1069.9868751100385,8861.910788828007,233.58400321379054
0.5,5.0,0.7,974.0245886121993,8710.688464476432,156.09477551553405
0.5,5.0,0.7999999999999999,781.141311671503,8609.490678227594,179.65953931775496
0.5,5.0,0.8999999999999999,804.9442513866652,8550.638217844398,242.2480097192932
0.5,6.0,0.0,135.83820642920364,7917.676800652396,165.44961357252012
0.5,6.0,0.1,1028.9406025151911,8909.345651385887,292.5432370924701
0.5,6.0,0.2,930.2516636477758,8815.808088364349,250.71746124253832
0.5,6.0,0.30000000000000004,1130.7160718704654,8831.642262560446,145.3967401731549
0.5,6.0,0.4,1019.4298036414366,8823.118381448598,178.4096551978559
0.5,6.0,0.5,838.1406169270522,8707.435811340049,221.04193946910965
0.5,6.0,0.6,842.7674250471446,8643.370226677069,228.62989907029566
0.5,6.0,0.7,889.4348565194687,8556.893615106464,103.999484009246
0.5,6.0,0.7999999999999999,757.1054022610879,8656.368887797764,220.97143220500297
0.5,6.0,0.8999999999999999,761.693677390369,8652.74668479616,241.8470354042786
0.5,7.0,0.0,47.8310296700929,7817.157997839571,134.89859500050144
0.5,7.0,0.1,835.6740018689634,8610.543262894025,157.7379428360349
0.5,7.0,0.2,853.4767711211643,8583.537864311724,150.9686499041205
0.5,7.0,0.30000000000000004,1098.6865134658965,8698.192741786626,35.84308044454517
0.5,7.0,0.4,735.9228020802639,8500.781718965425,212.28380878046906
0.5,7.0,0.5,882.6213756692705,8618.627928084292,185.80224715118987
0.5,7.0,0.6,646.3413789134229,8467.553284624475,207.71767281341184
0.5,7.0,0.7,704.0901302828061,8445.277452897662,273.29480096163553
0.5,7.0,0.7999999999999999,679.8886982172116,8408.509892248314,159.49579911396668
0.5,7.0,0.8999999999999999,837.1184197490293,8447.718870976896,46.6649886131605
0.5,8.0,0.0,36.65957075071856,7731.317743265095,109.32483834046009
0.5,8.0,0.1,905.9431273580103,8579.191965122778,129.11973573504267
0.5,8.0,0.2,936.3233090481408,8523.987037785791,50.34523353959934
0.5,8.0,0.30000000000000004,921.047817432891,8572.351874609703,66.33591330452793
0.5,8.0,0.4,776.5325993568222,8537.958465585627,160.4116858589419
0.5,8.0,0.5,949.6010032928734,8562.745163795058,78.0863680347841
0.5,8.0,0.6,820.1383315991025,8472.134254545465,68.20407689950514
0.5,8.0,0.7,859.685273319712,8560.777740046758,100.36414757056592
0.5,8.0,0.7999999999999999,711.9751383822095,8424.775171048246,163.4434982338307
0.5,8.0,0.8999999999999999,601.2996637314045,8361.925490773556,145.48627991684543
0.5,9.0,0.0,34.249348880802245,7686.035935671713,86.67041655538524
0.5,9.0,0.1,750.0949141679866,8436.286751642145,129.8710169163145
0.5,9.0,0.2,844.2553643393057,8525.281738634922,119.83712956053544
0.5,9.0,0.30000000000000004,928.8645133755726,8537.035444675344,63.436430107869064
0.5,9.0,0.4,918.7792299477387,8592.698805975737,104.10623771637388
0.5,9.0,0.5,797.5264409896317,8487.36075429277,88.6163817364284
0.5,9.0,0.6,737.2151504749381,8488.499300423422,128.65544947121273
0.5,9.0,0.7,661.0185961366769,8393.931190467762,142.2926466379736
0.5,9.0,0.7999999999999999,575.9780127026006,8238.593414243009,145.73049344407076
0.5,9.0,0.8999999999999999,595.6460040539114,8327.435811120282,134.51337374004277
0.6,1.0,0.0,6722.863729508756,15069.960822900448,473.32490925879733
0.6,1.0,0.1,9184.597544297161,17526.572166503593,591.3616219949957
0.6,1.0,0.2,8759.23337556191,16927.517607371636,482.7304000510444
0.6,1.0,0.30000000000000004,8398.179850880475,16552.50877098392,532.1921814125459
0.6,1.0,0.4,8395.552651933489,16599.92092904847,551.0215865362436
0.6,1.0,0.5,7653.263405025233,15793.4377880217,530.9979012961123
0.6,1.0,0.6,6120.111946990381,15134.496542119181,912.0363939277008
0.6,1.0,0.7,6112.341534083167,14885.336275832964,928.8177271671183
0.6,1.0,0.7999999999999999,7005.0369405935,14951.816863924378,263.42746316886587
0.6,1.0,0.8999999999999999,6649.697235899652,14526.96410865108,304.88624627841375
0.6,2.0,0.0,3064.376545283045,10934.623755177467,244.67951065233368
0.6,2.0,0.1,5826.188057652918,13722.513745251954,338.13465822969636
0.6,2.0,0.2,6043.211144759249,13748.662077273968,142.79414598614898
0.6,2.0,0.30000000000000004,5673.697811600956,14007.03328002966,502.27363388946696
0.6,2.0,0.4,4939.940171736671,13766.930888975412,801.1920973756246
0.6,2.0,0.5,4984.200369549742,13938.155716377998,870.6406185879454
0.6,2.0,0.6,5839.874735079438,14121.08198566962,429.24817254569945
0.6,2.0,0.7,5851.154216951458,14166.065079218235,738.081614692212
0.6,2.0,0.7999999999999999,3974.1668611097066,12934.007105232278,1071.63608042786
0.6,2.0,0.8999999999999999,3367.042542181249,11336.07987761019,495.5607989592153
0.6,3.0,0.0,1408.8718935727065,9160.866071673712,159.27602813616335
0.6,3.0,0.1,2295.7605843479996,10961.301999755393,783.4350164870889
0.6,3.0,0.2,3577.487867600188,11451.610911161002,235.85127307692167
0.6,3.0,0.30000000000000004,3425.061854257987,11500.977329173757,499.5909578527743
0.6,3.0,0.4,4280.708625796775,12053.893984116308,230.96224661760735
0.6,3.0,0.5,3541.2039064025175,11823.68332941826,577.5462106782419
0.6,3.0,0.6,3613.0627135443756,11899.737904618238,544.3850356907508
0.6,3.0,0.7,4036.6232281465764,12132.649646577502,476.16595879199303
0.6,3.0,0.7999999999999999,3714.549177833447,12133.720289847037,778.1471464662002
0.6,3.0,0.8999999999999999,4114.620041049975,12183.43386345022,407.4538875847208
0.6,4.0,0.0,862.6582129816652,8564.194243661148,91.23249429109264
0.6,4.0,0.1,2189.0746782447804,9983.315066044026,209.15059544218667
0.6,4.0,0.2,2409.245862125108,10371.58325536542,409.06546997226883
0.6,4.0,0.30000000000000004,2679.577360290852,10459.524706996273,209.93879425281702
0.6,4.0,0.4,2601.4478464896347,10533.62841937713,326.66830825691574
0.6,4.0,0.5,2799.285192855443,10780.81581745337,335.4675599870815
0.6,4.0,0.6,3206.8399387504887,11076.479619237938,320.1722648599626
0.6,4.0,0.7,3047.5303135304457,10818.385914129427,193.04421938394265
0.6,4.0,0.7999999999999999,2203.250655159456,10424.557693800904,581.1876422766173
0.6,4.0,0.8999999999999999,2560.818840645603,10586.224762434806,629.4608417375675
0.6,5.0,0.0,472.81874507207067,8125.412008860924,69.4228142391881
0.6,5.0,0.1,1086.338553983489,9083.510225099108,291.7748382932323
0.6,5.0,0.2,1615.912223457888,9478.599146354445,202.93570982456757
0.6,5.0,0.30000000000000004,1603.3169460507124,9457.115683607199,308.97659559688526
0.6,5.0,0.4,2033.1486453497,9805.99029949292,218.51255211592746
0.6,5.0,0.5,1768.1601070001834,9746.462826277791,413.89708091270563
0.6,5.0,0.6,1848.7074628308474,10016.618711237777,359.4731857260131
0.6,5.0,0.7,1851.8962012227585,9962.884148512127,514.5845117982801
0.6,5.0,0.7999999999999999,2109.687432242594,9937.593956331793,245.46667114863325
0.6,5.0,0.8999999999999999,1714.8016423052304,9938.18450659973,572.7036892849748
0.6,6.0,0.0,179.13636353164293,7928.150719814422,135.31515258496896
0.6,6.0,0.1,874.765922518227,9049.223923567095,360.0399053662024
0.6,6.0,0.2,1059.0087634916817,9241.7691770477,409.1741299227729
0.6,6.0,0.30000000000000004,1446.4672894196574,9307.356024056582,409.6650457639375
0.6,6.0,0.4,1533.8146109420086,9425.66611299046,218.34239832400107
0.6,6.0,0.5,1658.6357341072126,9440.568228699009,255.469065326116
0.6,6.0,0.6,1585.1709855744284,9564.80184431033,297.61407824599763
0.6,6.0,0.7,1406.263786176325,9310.961947737409,336.5079576082696
0.6,6.0,0.7999999999999999,1688.1477162615138,9507.866541360348,211.27552953435958
0.6,6.0,0.8999999999999999,1321.3813047552521,9274.044918724816,356.77466035936027
0.6,7.0,0.0,174.52348331780922,7804.537837007996,72.10280319456194
0.6,7.0,0.1,969.9649331775399,8709.460230102104,128.55459578643908
0.6,7.0,0.2,1102.4004145902145,8870.430598202875,225.21940982073681
0.6,7.0,0.30000000000000004,1233.684777173541,9103.853322068442,200.37106421785228
0.6,7.0,0.4,1160.7024497488164,9073.806158759822,317.82980969909397
0.6,7.0,0.5,1588.6547811060555,9210.780122423379,115.79755761541986
0.6,7.0,0.6,1317.4088653466206,9253.03288128522,290.04493799375757
0.6,7.0,0.7,1089.4079360761352,8994.398568286988,252.06174592845284
0.6,7.0,0.7999999999999999,1251.7215168814837,8967.967387015107,191.16218261416128
0.6,7.0,0.8999999999999999,1246.243027024635,8921.202036002884,142.39424201932647
0.6,8.0,0.0,216.14906153558877,7819.7433310281085,47.80989583624872
0.6,8.0,0.1,1080.456761362615,8666.976176942439,36.77835235155688
0.6,8.0,0.2,673.0761261703683,8584.053761946036,238.417005836539
0.6,8.0,0.30000000000000004,1039.8163388276243,8737.936469891749,156.55176277173229
0.6,8.0,0.4,1278.3010315692118,9030.194630264741,151.79122012321187
0.6,8.0,0.5,1319.4525730612058,8882.015561940752,18.37062196745029
0.6,8.0,0.6,1203.1839881026717,8957.070783771183,162.44354037769645
0.6,8.0,0.7,1091.777128459873,8829.940013101845,164.86062199638562
0.6,8.0,0.7999999999999999,1176.7039802166692,8863.480393722046,159.05124561000557
